crop,state,rainfall_mm,temperature_c,soil_moisture_pct,soil_ph,fertilizer_kg_ha,farm_size_ha,yield_tons_ha
maize,MP,1086.6,33.6,37.2,6.03,200.6,4.01,10.848
soybean,AP,1308.3,25.5,70.7,7.5,138.7,13.13,5.143
tomato,Telangana,1074.9,21.1,53.9,5.65,242.4,6.68,52.484
cotton,Punjab,627.5,39.5,50.1,7.85,154.8,8.21,3.326
tomato,AP,1121.9,27.5,73.6,6.11,234.7,4.46,69.936
wheat,MP,783.6,18.8,73.2,7.48,140.2,11.04,6.921
tomato,MP,973.1,23.5,31.8,6.21,220.2,4.0,52.665
maize,AP,1200.0,20.1,76.7,6.37,131.9,14.4,11.647
maize,Punjab,942.0,29.7,54.4,6.52,155.0,1.43,10.656
tomato,Maharashtra,784.5,24.7,66.5,6.73,253.8,8.14,64.42
tomato,Punjab,721.6,29.5,42.5,6.99,259.6,1.98,56.43
cotton,Punjab,1395.5,34.2,32.6,6.26,89.2,8.72,4.083
soybean,AP,1260.9,28.2,35.6,6.48,92.4,11.19,4.461
soybean,AP,1220.9,26.8,51.3,6.12,91.4,3.19,4.674
maize,AP,916.1,21.4,37.1,6.38,129.1,3.97,9.101
tomato,MP,839.3,26.7,32.7,6.99,169.7,10.57,47.915
wheat,Maharashtra,1077.1,20.2,80.3,7.43,131.1,14.53,7.434
maize,Maharashtra,1048.1,26.8,44.2,6.85,130.0,11.4,10.037
rice,AP,1184.9,27.0,77.3,6.43,115.8,6.99,10.488
rice,Punjab,970.2,22.0,51.5,6.3,110.7,9.04,8.865
groundnut,Maharashtra,622.7,35.1,38.6,6.92,66.0,14.42,2.849
rice,Punjab,1585.2,23.0,59.1,5.86,177.4,13.96,11.09
soybean,AP,1382.8,25.4,48.1,7.47,147.2,13.35,4.908
cotton,Telangana,665.4,37.6,52.0,6.35,85.7,8.87,3.683
soybean,Karnataka,1476.8,25.3,61.1,6.09,132.4,6.99,5.801
groundnut,Telangana,1170.7,27.8,73.2,5.57,77.5,11.41,3.277
soybean,AP,777.1,27.7,31.3,6.69,135.5,9.35,4.189
soybean,AP,1070.9,30.8,52.2,7.09,115.7,6.36,4.813
maize,AP,517.3,28.6,36.9,6.05,140.8,3.25,8.002
cotton,AP,1105.4,34.6,53.0,7.94,85.5,4.07,3.233
rice,Maharashtra,1904.6,31.4,66.9,6.49,144.1,0.97,13.5
groundnut,AP,641.1,35.5,54.2,5.58,64.2,4.16,3.051
tomato,Telangana,907.4,27.3,77.4,5.99,261.1,5.51,67.314
wheat,Karnataka,494.9,10.4,67.8,6.17,123.1,4.69,6.38
groundnut,Telangana,806.3,37.6,81.3,6.93,106.4,10.75,3.778
wheat,Maharashtra,739.6,22.6,75.3,7.32,110.0,2.74,6.69
soybean,AP,1430.8,23.2,55.5,7.48,126.9,9.39,4.76
rice,Maharashtra,1802.9,25.0,63.9,5.55,180.5,1.96,11.066
wheat,AP,761.7,21.6,38.6,6.31,125.3,14.38,6.868
groundnut,Telangana,796.3,37.0,41.8,5.61,108.2,5.2,3.154
wheat,AP,1070.8,18.8,43.6,6.6,174.7,12.14,7.863
groundnut,Karnataka,812.6,28.6,49.1,5.66,64.5,9.41,3.116
rice,AP,1020.3,27.5,74.5,6.09,151.3,8.53,10.112
tomato,AP,749.9,27.9,75.1,6.89,245.9,1.36,64.466
tomato,Telangana,586.7,29.3,54.7,6.38,196.7,12.18,51.047
wheat,Maharashtra,652.4,21.9,33.8,6.2,156.3,0.68,6.326
tomato,Telangana,865.1,22.2,58.0,5.85,242.5,14.88,55.628
soybean,AP,691.4,23.9,40.8,6.11,85.1,7.54,3.237
cotton,Telangana,1036.9,30.0,44.9,6.16,124.0,9.42,4.193
maize,Punjab,1271.8,33.5,35.7,6.2,219.2,1.27,11.32
groundnut,Telangana,593.4,36.4,63.9,6.27,64.9,0.63,3.243
rice,Karnataka,1442.1,32.4,60.9,6.39,131.5,8.24,11.261
maize,Telangana,1481.7,26.2,72.7,6.72,130.0,5.89,12.455
wheat,Telangana,495.4,23.9,68.9,6.12,173.0,5.28,7.22
groundnut,Telangana,1070.9,33.0,41.9,6.92,98.8,11.07,3.613
groundnut,Telangana,737.3,29.9,64.4,6.83,84.3,13.39,3.23
wheat,Maharashtra,1185.5,20.5,82.5,6.74,123.1,3.48,8.456
soybean,Maharashtra,1021.7,31.9,53.3,7.33,103.0,10.21,4.056
wheat,MP,943.7,15.3,41.9,6.47,148.4,6.58,7.579
soybean,Karnataka,726.3,27.0,73.1,6.3,135.3,2.13,5.191
wheat,MP,555.7,19.2,82.6,7.48,168.2,5.47,7.353
soybean,Karnataka,1193.8,23.9,55.7,6.51,126.3,12.27,5.54
cotton,Punjab,605.1,25.8,42.4,7.83,152.7,8.43,3.185
wheat,Maharashtra,786.6,21.9,53.7,6.72,158.3,4.15,7.792
maize,Telangana,1108.7,22.3,45.5,6.8,155.5,12.69,10.43
tomato,Punjab,627.8,28.9,69.3,6.63,159.6,8.15,50.749
soybean,AP,1116.7,26.0,41.3,6.73,111.9,11.46,4.903
rice,AP,1952.9,23.6,51.0,6.61,112.8,8.99,11.333
rice,Karnataka,1442.6,25.0,52.6,6.62,152.8,4.4,11.281
maize,MP,1472.0,22.1,61.5,5.92,131.2,11.82,11.281
tomato,Karnataka,1182.3,23.2,67.3,5.73,219.9,12.57,65.164
wheat,MP,916.7,24.8,60.9,6.07,168.7,4.16,7.754
soybean,Punjab,898.5,22.2,63.8,6.37,138.3,13.74,5.157
wheat,Punjab,806.3,25.0,78.2,7.04,110.8,11.83,7.102
groundnut,Punjab,1071.8,28.9,55.8,5.72,73.6,6.66,3.193
tomato,Maharashtra,1192.1,27.3,42.0,5.94,186.7,2.48,53.187
maize,Punjab,1105.4,30.6,48.2,6.62,149.2,10.38,10.381
soybean,MP,844.9,21.1,42.1,7.25,139.7,1.44,4.121
cotton,MP,954.1,26.0,74.2,6.45,143.4,3.5,4.894
soybean,Punjab,1493.0,27.9,76.2,6.81,133.6,12.2,6.235
soybean,Punjab,768.1,27.9,66.6,6.56,148.8,14.37,5.399
cotton,MP,843.4,29.5,73.1,6.72,159.1,1.54,4.819
tomato,Punjab,1112.5,22.1,45.0,6.2,284.4,13.77,63.812
rice,Punjab,1945.6,26.3,51.8,6.35,140.4,3.3,11.778
soybean,Karnataka,829.7,21.1,82.0,6.12,109.8,3.66,4.839
tomato,Karnataka,943.9,25.7,37.4,6.79,223.0,4.7,54.793
tomato,Punjab,890.5,24.4,78.5,6.52,245.6,9.0,67.937
tomato,Telangana,1121.8,22.6,33.3,6.67,258.7,8.93,63.528
groundnut,MP,1177.1,35.5,62.7,5.66,67.3,5.5,3.39
cotton,AP,691.0,37.0,75.2,7.83,140.5,3.64,3.49
tomato,MP,1012.1,29.4,65.1,6.58,282.2,6.12,71.064
rice,MP,1326.1,29.2,56.2,6.34,127.7,7.33,10.145
maize,Punjab,1320.7,26.8,77.6,6.52,209.6,13.41,14.418
wheat,Telangana,919.4,11.2,64.7,6.2,95.6,11.16,6.668
wheat,Telangana,1152.5,13.0,49.7,6.46,104.0,13.76,8.017
wheat,Maharashtra,850.2,14.2,39.6,6.14,96.5,12.72,6.304
soybean,Karnataka,1271.8,24.8,84.6,7.02,133.5,5.51,5.636
wheat,Karnataka,954.7,23.8,45.7,6.59,98.0,7.1,6.886
soybean,AP,810.2,28.8,73.7,6.01,117.7,4.36,5.133
cotton,Karnataka,1438.6,26.6,56.6,7.72,92.7,3.67,4.065
wheat,MP,704.0,22.9,38.3,6.99,152.1,13.31,6.407
cotton,Karnataka,827.2,30.6,71.3,7.69,129.4,3.6,3.656
maize,Maharashtra,727.6,34.8,36.5,6.47,189.6,4.13,9.91
maize,Maharashtra,1232.9,21.6,41.1,6.7,124.6,11.98,9.734
cotton,AP,1028.7,25.7,47.4,7.22,112.5,9.79,3.707
groundnut,Telangana,1044.9,25.7,76.1,6.29,65.0,9.39,3.831
tomato,Punjab,416.6,18.4,36.6,6.26,260.2,3.71,46.906
cotton,AP,1467.4,39.0,82.3,7.14,138.7,1.71,5.139
cotton,MP,1107.0,36.4,58.4,6.73,123.6,1.87,4.57
rice,Punjab,1762.3,31.4,66.8,6.69,167.1,10.18,12.753
wheat,Telangana,520.6,19.3,71.9,6.63,141.3,8.41,7.448
rice,AP,1787.6,29.6,48.9,6.42,182.1,3.31,12.694
wheat,MP,986.1,19.2,36.6,6.31,94.5,9.6,7.036
soybean,MP,987.1,28.3,38.9,6.78,148.4,9.21,4.734
soybean,Telangana,775.0,29.0,50.6,6.41,106.7,4.04,4.353
groundnut,Karnataka,1035.5,27.1,36.0,6.39,113.8,7.36,3.348
tomato,Karnataka,874.0,21.6,35.6,5.58,150.4,11.99,41.098
cotton,AP,732.2,33.3,81.3,6.29,128.9,3.34,4.612
wheat,MP,418.8,15.6,39.5,6.17,115.2,5.91,5.074
cotton,Punjab,1427.0,31.0,77.0,6.38,101.7,8.79,5.124
rice,Punjab,979.6,27.8,78.6,5.92,194.3,1.72,10.129
soybean,Punjab,714.0,24.2,46.0,6.51,119.6,2.2,4.561
rice,AP,1201.1,34.5,58.7,6.28,140.1,11.8,9.63
cotton,Maharashtra,1241.4,38.2,82.7,6.74,86.0,6.81,4.642
rice,Punjab,1599.6,29.1,74.2,5.81,175.5,8.52,11.405
wheat,AP,464.2,21.3,60.9,6.21,90.0,6.47,5.944
maize,MP,987.0,26.4,51.7,6.31,207.2,5.33,11.343
groundnut,AP,1093.5,36.2,74.7,6.39,94.5,11.9,4.111
groundnut,Punjab,886.9,37.6,76.7,6.99,67.0,7.75,3.71
groundnut,MP,854.5,36.3,81.7,5.82,85.6,6.71,3.301
maize,MP,940.5,27.8,54.9,6.56,200.1,12.35,11.07
maize,MP,866.7,29.3,79.6,5.88,173.0,10.73,11.106
maize,Telangana,1181.7,23.1,68.3,5.93,202.9,8.84,12.405
groundnut,MP,583.2,29.1,36.6,6.17,67.2,11.03,2.615
soybean,Punjab,1080.4,25.4,39.9,7.46,83.5,9.89,3.899
soybean,Maharashtra,1473.9,30.6,77.7,7.42,88.0,2.37,4.858
tomato,Karnataka,976.1,19.9,46.1,6.45,157.9,13.86,55.001
soybean,MP,920.0,30.8,72.8,6.18,101.7,8.38,4.868
groundnut,MP,578.1,37.0,31.9,6.9,69.3,14.85,3.119
wheat,Maharashtra,1158.1,15.5,83.9,6.02,148.9,14.5,8.592
wheat,Telangana,852.4,19.6,82.7,7.11,98.1,9.76,7.086
soybean,Punjab,1479.5,27.0,67.1,7.3,146.7,8.46,5.947
groundnut,Maharashtra,528.0,27.6,46.8,5.78,75.3,5.72,2.599
soybean,Telangana,1277.5,24.4,60.1,7.09,111.9,8.38,5.019
rice,MP,1807.5,27.5,60.8,6.47,117.7,14.73,12.046
soybean,Maharashtra,896.3,21.7,51.2,6.56,129.4,4.07,4.962
tomato,Telangana,734.3,20.0,83.6,5.73,256.1,3.88,59.044
soybean,Punjab,1056.0,23.2,81.9,6.79,141.8,1.96,5.796
tomato,AP,616.3,26.3,40.5,5.88,203.5,12.92,45.235
tomato,Maharashtra,686.6,19.2,45.1,6.64,239.5,4.17,56.279
maize,Karnataka,1362.5,32.1,41.8,5.95,195.5,14.67,11.442
wheat,AP,1059.4,21.5,76.0,6.56,136.6,0.76,8.678
cotton,Karnataka,756.3,28.3,54.0,7.05,87.3,8.94,3.197
maize,AP,1458.8,23.1,33.7,6.59,124.3,8.5,10.794
rice,MP,826.8,24.2,41.1,6.35,170.3,10.19,9.173
wheat,Karnataka,923.0,24.9,78.7,7.41,80.4,1.46,6.141
soybean,Karnataka,853.6,24.6,70.0,6.14,87.9,14.19,4.868
rice,Maharashtra,854.3,22.0,33.4,6.03,124.1,3.1,7.807
groundnut,Punjab,949.9,34.1,41.3,5.95,105.5,8.39,3.395
wheat,AP,849.3,20.4,51.3,6.8,123.4,12.7,7.438
groundnut,Karnataka,1014.0,34.8,55.9,6.13,77.8,1.85,3.522
tomato,MP,588.5,29.2,76.1,6.93,293.8,5.78,60.48
soybean,Punjab,1339.4,21.0,38.4,6.47,147.6,11.27,5.791
maize,MP,806.4,27.5,42.1,6.08,174.2,9.93,8.942
groundnut,Karnataka,559.8,27.8,34.3,6.77,97.9,7.55,2.919
groundnut,AP,1033.1,34.1,77.9,5.86,67.1,0.59,3.476
cotton,Telangana,970.7,35.7,32.6,6.22,101.6,6.77,3.812
rice,Telangana,1632.4,34.7,35.5,6.94,123.5,2.65,9.545
rice,AP,1670.9,30.8,61.9,6.0,117.0,7.51,10.316
cotton,AP,790.3,29.0,32.0,6.19,107.7,3.2,3.889
groundnut,Maharashtra,636.2,27.4,67.7,5.93,74.9,3.21,3.218
groundnut,Punjab,949.3,37.6,76.8,5.71,85.1,14.02,3.499
wheat,Punjab,514.7,23.5,50.7,6.26,115.3,6.99,6.439
tomato,Maharashtra,998.0,23.3,65.1,6.92,273.6,1.41,67.861
rice,Karnataka,1893.9,26.9,61.4,6.76,131.3,9.9,12.183
soybean,MP,1170.4,26.5,58.2,7.39,145.2,4.93,5.031
tomato,Karnataka,909.1,24.0,56.4,5.65,179.6,13.37,52.727
rice,Maharashtra,1485.7,27.8,57.1,6.49,105.1,4.79,10.679
wheat,MP,767.5,20.2,40.1,6.98,83.9,13.46,5.704
wheat,Maharashtra,707.4,10.8,75.3,7.21,178.4,8.55,7.63
wheat,Telangana,744.6,17.5,77.7,7.35,106.1,9.84,6.357
cotton,AP,943.3,30.3,64.2,6.74,105.5,2.88,4.433
groundnut,AP,1068.7,31.2,31.0,6.78,74.8,9.48,3.649
rice,AP,1775.7,34.2,66.2,6.0,153.0,1.65,11.191
cotton,Punjab,924.5,38.1,66.1,7.75,136.1,11.14,3.531
rice,Punjab,865.9,24.3,32.5,6.32,148.1,0.61,7.766
soybean,Punjab,928.9,25.6,65.7,6.4,104.1,13.3,5.09
tomato,AP,572.0,18.4,55.3,5.71,287.6,1.63,52.224
cotton,Karnataka,1391.1,36.3,76.0,7.87,97.6,10.5,4.047
tomato,Punjab,1019.5,21.1,81.4,5.99,166.2,4.72,58.173
tomato,Karnataka,713.1,29.5,77.0,6.0,266.8,6.82,65.284
cotton,Telangana,1279.4,28.4,61.7,7.78,111.0,12.56,3.806
tomato,Punjab,1027.6,25.2,53.1,6.84,175.8,12.58,57.448
soybean,Telangana,787.5,25.3,59.0,6.08,101.0,7.25,4.24
soybean,Punjab,949.9,24.6,78.2,6.76,93.3,8.8,5.114
soybean,Maharashtra,1155.0,21.1,59.2,7.17,149.4,10.4,5.045
groundnut,Maharashtra,1161.2,30.8,77.9,6.49,101.3,0.99,4.745
tomato,Maharashtra,580.8,25.9,36.7,5.75,158.4,13.98,38.951
wheat,MP,1037.1,15.0,82.0,6.89,129.5,11.34,7.732
cotton,Telangana,831.6,29.0,37.1,6.82,99.5,12.93,4.071
rice,Punjab,946.7,33.4,84.5,5.59,131.8,6.62,8.743
tomato,MP,610.2,18.5,80.8,5.9,158.1,10.09,50.437
wheat,Maharashtra,973.8,12.0,49.1,7.41,170.0,2.12,7.304
groundnut,Telangana,536.9,26.8,31.8,6.4,97.1,6.26,3.183
rice,Karnataka,1685.5,26.1,82.5,6.23,181.4,3.84,14.053
soybean,Maharashtra,857.0,27.8,35.5,6.98,121.5,14.93,4.093
groundnut,Punjab,607.6,26.7,46.2,5.81,106.0,0.81,2.962
groundnut,Telangana,819.8,30.3,32.9,6.33,74.6,14.12,2.894
groundnut,Telangana,638.9,31.1,38.1,6.24,61.1,5.98,2.693
rice,Maharashtra,1468.8,33.6,56.9,5.99,113.4,11.33,9.854
maize,Telangana,874.7,23.8,76.9,5.94,134.1,9.04,10.191
groundnut,AP,926.5,25.6,60.8,6.81,85.1,0.82,3.687
soybean,Punjab,1363.1,29.0,67.9,6.67,122.9,7.93,6.345
cotton,Punjab,1179.5,34.2,58.6,7.44,131.4,10.39,4.114
maize,Karnataka,501.4,28.4,49.9,6.51,217.2,6.21,10.209
tomato,Punjab,950.2,23.7,45.7,6.81,216.6,13.49,57.868
tomato,MP,1198.3,28.8,63.9,6.89,269.7,2.36,69.725
cotton,AP,1033.6,35.5,46.6,6.1,122.7,4.63,4.166
wheat,Karnataka,773.3,17.3,50.0,7.29,124.9,14.92,5.9
soybean,MP,1328.3,24.1,34.0,6.58,132.9,13.04,5.788
cotton,Maharashtra,1123.2,36.4,83.9,6.53,151.2,7.67,5.468
rice,Telangana,1073.7,26.1,79.4,5.82,190.6,1.98,10.945
rice,Karnataka,1066.0,24.9,84.5,6.92,195.4,12.21,11.283
rice,Karnataka,1470.2,25.3,53.4,5.81,113.6,2.47,8.996
soybean,MP,733.9,27.9,67.4,7.18,118.5,14.11,4.164
maize,Karnataka,1230.1,23.2,43.7,5.89,147.7,3.9,10.598
wheat,AP,859.8,14.9,55.6,7.23,98.4,0.7,5.975
rice,Telangana,1748.7,28.4,71.7,5.63,159.2,3.27,11.333
tomato,Telangana,1051.4,27.2,81.6,6.7,281.9,6.38,79.133
wheat,Maharashtra,1196.4,10.2,44.4,6.53,108.1,3.73,7.596
soybean,Telangana,676.3,28.9,43.9,7.04,97.6,9.62,3.975
maize,Karnataka,1464.9,28.7,79.2,6.89,200.9,0.67,14.414
groundnut,Punjab,1058.7,26.7,46.0,6.09,76.3,2.29,3.285
soybean,MP,1335.7,21.5,76.3,6.27,146.6,6.12,6.132
maize,Karnataka,1443.0,23.2,37.8,5.87,173.7,3.22,10.93
rice,Telangana,1606.1,27.6,71.5,5.67,110.3,3.71,10.418
cotton,Punjab,1481.7,39.7,70.0,6.76,82.0,12.55,4.645
rice,Karnataka,1521.0,24.1,58.0,5.82,128.3,7.91,10.02
cotton,Maharashtra,1277.7,38.7,48.2,7.67,100.3,7.76,3.622
soybean,Karnataka,1178.9,30.6,58.4,6.6,84.7,5.52,4.951
groundnut,Maharashtra,839.9,31.1,43.9,6.48,66.2,13.83,3.411
wheat,Karnataka,1071.9,14.4,68.3,7.4,135.3,9.15,6.958
wheat,AP,498.3,13.8,76.1,7.22,141.9,7.98,6.728
cotton,AP,807.7,37.7,78.8,6.28,126.4,7.37,4.482
tomato,MP,1043.7,26.8,39.5,6.89,217.0,1.19,54.892
wheat,MP,548.0,10.6,62.5,6.05,163.2,5.69,6.757
rice,AP,1976.4,30.0,72.0,5.78,167.9,6.73,12.326
tomato,MP,591.0,29.0,59.3,5.62,214.1,13.53,47.163
cotton,Maharashtra,678.1,26.8,80.4,7.43,86.0,11.25,3.338
soybean,Maharashtra,1119.7,31.2,69.8,6.05,133.8,14.48,5.119
cotton,MP,1286.0,32.8,72.1,6.41,123.6,13.49,5.108
groundnut,Telangana,528.1,34.9,35.7,5.65,83.8,12.64,2.663
soybean,AP,1221.9,28.2,66.3,7.26,89.3,8.84,4.655
cotton,Punjab,1424.1,32.5,34.0,6.8,140.0,1.8,4.63
cotton,AP,1038.2,36.9,62.8,7.83,111.1,7.76,3.538
groundnut,Telangana,685.8,27.7,83.1,6.92,61.2,2.66,3.443
groundnut,MP,693.1,29.6,49.1,5.83,95.1,10.03,3.059
rice,Maharashtra,1865.8,25.2,45.9,6.36,176.8,6.43,12.117
wheat,AP,507.9,10.4,34.0,6.23,142.7,3.25,5.804
maize,Telangana,1411.3,20.3,67.0,6.58,158.4,9.04,12.796
soybean,MP,1362.5,25.9,84.2,7.23,108.4,11.67,5.477
maize,Karnataka,1380.3,34.5,41.6,6.19,199.9,8.41,12.301
maize,AP,1107.3,20.0,47.6,6.77,153.0,6.05,10.155
rice,Maharashtra,1057.7,24.4,45.5,6.18,174.8,0.79,10.402
rice,Karnataka,1947.9,27.1,68.2,6.13,196.9,10.93,14.006
rice,Telangana,1874.0,31.1,46.7,6.6,129.0,11.85,11.411
groundnut,Karnataka,702.6,33.3,56.7,5.78,78.2,6.62,3.006
groundnut,AP,598.8,26.6,37.3,6.18,90.9,14.7,2.886
soybean,AP,1013.0,22.6,58.7,6.74,132.9,4.64,5.337
tomato,MP,696.0,19.8,78.8,5.89,172.9,11.11,49.378
groundnut,AP,657.1,31.6,33.3,6.28,95.4,14.61,3.216
cotton,Telangana,822.8,26.6,76.2,7.54,105.6,12.57,3.737
wheat,AP,932.6,20.5,67.6,7.01,118.7,13.51,7.432
rice,AP,1218.9,23.7,80.5,5.69,181.5,11.78,10.634
rice,Punjab,1059.6,23.8,32.2,6.28,182.9,14.94,9.544
rice,MP,1349.6,31.8,81.1,6.69,123.3,13.08,11.065
cotton,Telangana,1046.5,31.9,65.5,7.42,87.2,9.44,3.811
soybean,Telangana,1115.8,31.7,44.1,6.36,104.9,4.36,4.514
cotton,Karnataka,1231.7,25.6,78.5,7.91,83.7,13.47,3.543
cotton,Maharashtra,1165.8,37.9,76.1,7.1,112.9,14.72,4.53
groundnut,Maharashtra,1112.1,32.8,68.8,6.53,101.3,5.15,4.577
tomato,AP,679.9,27.1,76.1,6.37,172.4,13.31,58.492
soybean,Punjab,1399.6,30.2,35.4,6.65,133.1,1.08,5.28
rice,Punjab,916.7,33.1,74.9,6.22,182.7,13.78,11.125
maize,MP,1449.8,22.3,75.6,5.9,163.2,7.36,12.644
soybean,Maharashtra,1454.0,20.7,57.5,7.35,101.3,6.62,4.997
tomato,Punjab,686.5,20.3,56.9,5.81,178.1,12.07,48.504
cotton,Telangana,725.5,33.6,49.5,7.48,123.0,14.68,3.456
rice,Punjab,1797.7,22.5,40.0,5.85,137.4,1.56,10.078
cotton,Telangana,1296.6,25.6,53.7,6.86,89.8,6.79,4.066
tomato,Karnataka,1114.3,27.7,67.3,6.46,282.8,12.37,78.106
soybean,Maharashtra,1221.3,31.2,50.8,7.07,82.6,12.24,5.024
tomato,AP,696.1,28.1,76.5,6.8,168.5,5.2,55.894
wheat,Karnataka,992.4,16.6,73.2,7.33,160.9,7.14,8.465
maize,MP,992.3,33.5,74.4,6.03,218.3,10.79,12.727
wheat,AP,737.5,22.7,73.6,7.04,157.1,1.84,8.132
cotton,Telangana,833.4,33.7,32.2,6.89,81.8,12.49,3.447
wheat,MP,538.5,13.9,52.3,7.14,157.5,14.29,7.07
tomato,Maharashtra,1008.4,24.3,76.4,6.89,273.8,10.26,70.569
soybean,Karnataka,734.2,30.0,65.5,7.25,137.0,5.81,4.638
groundnut,Maharashtra,1066.2,32.4,35.9,5.52,105.7,2.19,3.182
soybean,Punjab,1181.2,23.6,41.4,7.35,121.5,4.3,4.443
cotton,AP,709.8,26.2,69.9,7.36,112.6,2.1,3.523
tomato,Maharashtra,835.8,19.0,60.6,6.74,244.8,2.44,64.958
soybean,Karnataka,1043.6,27.6,49.0,6.27,80.6,7.5,4.512
wheat,MP,764.1,15.2,39.4,6.94,84.3,6.77,5.323
cotton,AP,952.5,37.1,76.0,7.77,99.9,7.15,3.569
rice,Karnataka,1566.4,24.2,52.6,6.79,153.2,9.23,10.918
maize,MP,542.8,35.0,76.9,6.24,126.2,14.9,9.453
tomato,Karnataka,868.1,20.6,34.8,6.83,299.0,13.0,60.32
wheat,Maharashtra,819.3,23.7,41.7,7.46,106.2,1.67,5.639
maize,Maharashtra,1486.5,33.7,43.2,6.66,130.5,3.21,11.207
maize,MP,719.0,21.1,72.1,6.66,159.1,6.96,10.345
soybean,AP,1412.0,20.6,55.8,6.79,82.3,13.34,4.637
soybean,Maharashtra,1491.1,23.9,33.5,7.26,92.6,5.99,4.367
cotton,Maharashtra,1418.8,39.1,47.0,6.03,138.2,5.93,4.761
rice,Karnataka,1312.1,28.7,68.6,6.37,146.6,10.92,10.759
groundnut,Telangana,946.7,32.6,48.4,5.84,98.7,13.83,3.325
soybean,MP,850.4,25.7,58.9,7.27,103.5,10.36,4.08
cotton,Punjab,1421.0,39.5,61.4,7.31,158.7,6.92,4.94
groundnut,MP,781.2,31.0,63.1,6.77,105.5,5.54,3.601
cotton,Telangana,1294.2,31.2,59.3,6.37,155.3,12.86,5.115
maize,MP,643.4,22.5,39.9,6.0,133.1,3.44,8.267
tomato,MP,1103.3,18.5,37.4,6.13,278.9,12.79,60.483
cotton,Karnataka,1438.2,38.1,41.7,7.35,132.6,2.19,4.017
cotton,Telangana,828.2,26.3,76.9,6.54,141.4,11.79,4.825
groundnut,MP,859.8,34.2,67.2,6.09,110.5,10.62,3.922
cotton,AP,943.0,36.7,49.1,6.99,151.1,5.86,4.258
maize,Maharashtra,964.4,27.7,66.1,6.2,147.7,2.24,10.935
soybean,Karnataka,883.7,26.2,47.3,6.37,140.5,4.05,5.038
rice,Karnataka,1722.1,31.9,48.4,6.43,178.7,13.28,12.703
soybean,Karnataka,796.6,26.5,56.2,6.56,128.8,12.62,5.023
cotton,Punjab,1064.9,32.3,84.3,6.89,104.2,4.44,4.208
cotton,Telangana,1097.7,34.7,78.2,6.78,119.9,2.07,4.785
rice,AP,1856.4,22.7,36.4,6.33,178.0,6.36,11.868
cotton,AP,1310.4,27.5,82.5,6.69,140.9,5.89,5.571
cotton,MP,771.7,37.1,46.6,7.31,95.4,2.41,3.09
wheat,Punjab,409.6,18.1,57.8,6.86,171.4,8.38,6.599
rice,Maharashtra,1122.7,22.7,60.3,6.11,105.3,4.96,8.476
rice,Maharashtra,1028.0,26.5,49.5,6.42,109.6,4.14,8.915
tomato,Karnataka,958.9,19.8,60.6,5.66,230.2,2.05,55.386
rice,MP,1760.3,28.8,53.7,5.78,110.3,5.39,10.017
tomato,AP,741.9,19.4,60.3,6.15,218.6,2.03,55.453
maize,Maharashtra,939.8,31.6,69.8,6.42,181.0,0.86,11.448
soybean,Telangana,1395.8,20.2,49.4,6.61,144.8,7.15,5.788
soybean,Punjab,1352.2,28.9,56.4,6.4,81.2,12.95,5.408
wheat,Maharashtra,1165.0,23.2,72.6,6.87,124.5,11.23,8.063
tomato,Telangana,764.5,22.4,41.6,6.44,251.1,12.64,57.997
cotton,Telangana,768.0,31.1,74.5,7.46,157.2,14.14,3.831
tomato,Karnataka,674.5,26.1,33.4,5.65,169.1,14.94,41.66
tomato,Punjab,757.4,22.4,48.4,5.53,228.3,0.52,46.004
maize,MP,631.9,27.6,74.2,6.63,183.0,7.05,10.696
wheat,Karnataka,1048.3,16.4,53.0,7.05,123.5,11.52,6.959
soybean,Telangana,1182.6,23.0,79.0,6.59,127.8,5.08,5.751
cotton,Maharashtra,1134.3,26.0,49.5,7.43,136.3,13.44,4.454
tomato,MP,733.9,28.3,47.5,5.82,208.6,2.69,49.269
wheat,AP,586.2,23.9,72.0,7.11,111.6,0.82,5.955
maize,Maharashtra,1383.8,23.0,30.8,6.79,161.3,11.12,10.87
rice,Telangana,1040.3,29.5,78.9,6.2,142.0,6.84,10.378
tomato,Punjab,785.4,28.7,51.8,5.78,199.7,9.0,50.739
groundnut,Punjab,596.1,27.1,69.4,5.62,72.3,12.23,3.009
groundnut,Karnataka,548.5,28.3,63.3,6.32,104.4,6.19,2.989
soybean,Telangana,1302.7,24.4,70.6,7.1,115.9,13.66,5.342
groundnut,Punjab,686.0,37.2,53.8,6.19,67.7,2.34,3.219
rice,AP,1473.5,26.4,72.5,5.61,194.4,12.66,11.757
cotton,Telangana,1462.7,35.9,58.1,7.77,153.5,9.62,4.283
soybean,Karnataka,976.6,20.5,53.2,6.65,127.1,13.15,4.834
groundnut,MP,971.8,28.1,81.6,6.3,84.1,9.31,3.997
tomato,Karnataka,801.7,28.4,43.8,6.51,276.4,13.38,64.422
groundnut,AP,1121.4,33.3,38.0,6.78,81.7,5.32,3.624
groundnut,Karnataka,873.4,31.6,39.4,6.32,110.5,5.08,3.566
rice,Telangana,1373.7,29.1,84.8,5.8,154.7,8.71,11.379
wheat,Punjab,1037.1,15.9,40.9,6.23,166.3,13.85,8.251
cotton,Maharashtra,1108.9,32.6,39.4,6.41,85.4,14.77,3.931
maize,Punjab,532.1,30.7,79.8,6.8,183.5,10.62,10.125
